"patient","score_patient"
"tcga-c8-a1hm",9.64483680908049
"tcga-c8-a12t",0.926863322269808
"tcga-a8-a07r",0.693214932128142
"tcga-a8-a06q",0.547872396591874
"tcga-a8-a09a",0.531209664472094
"tcga-e2-a159",0.421106122043484
"tcga-b6-a0rs",0.404700050710893
"tcga-bh-a0b9",0.393201847594144
"tcga-bh-a0bp",0.390799860044401
"tcga-a1-a0sh",0.379138653980122
