"patient","score_patient"
"tcga-ar-a0tx",9.41770251027974
"tcga-a8-a094",0.824875044190178
"tcga-bh-a0bz",0.75651021021993
"tcga-c8-a12p",0.711406610032841
"tcga-a8-a06x",0.577847614510556
"tcga-bh-a0bp",0.55833661843044
"tcga-a2-a0ey",0.548799091009579
"tcga-e2-a14r",0.47052573779031
"tcga-an-a0fw",0.445694287410871
"tcga-b6-a0x5",0.431881401253219
